złożoną,complex
złych,bad
złą,bad
°C,°C
¶mierci,death
¿o³nierzy,soldiers
¿ycie,life
ósmej,eighth
ówczesna,at that time
ówczesnego,at that time
ćwiczenia,exercises
ćwierćfinał,quarterfinal
Łapy,Paws
Łazienkowskiej,Łazienkowska
Łubniany,Łubniany
Łukasz Kmita,Lukasz Kmita
Łukaszenka,Lukashenko
Łączna,Total
Łęg,Marshland
ładowania,charging
ładunek,load
łamie,breaks
łatwiejsza,easier
łańcuch,chain
łodzi,boat
łuku,bow
łuna,glow
łzami,in tears
łączność,communication
łącząca,connecting
Śląscy,Silesians
Śląski,Silesian
Śląskich,Silesian
Ślęży,Ślęża
Śmieszne,Funny
Śmiszek,Smiszek
Średnia,Mean
Środki,Means
Śródmieścia,Downtown
Świadczenie,Provision
Świat,World
Światowa,World
Światła,Lights
Świetnie,Great
Świnoujścia,Swinoujscie
Świętochłowic,Świętochłowice
Świętowanie,Celebration
ścianach,the walls
ścieżek,paths
ściśle,close
ślad,trace
śladów,traces
śledczym,Investigator
śledczą,Investigative
śledztwie,investigation
śliczna,beautiful
śmiało,go ahead
śmiercią,by death
śmiertelnych,mortal
śmigłowca,helicopter
śmigłowcem,by helicopter
śp,late
śpiewać,sing
śpiączki,comas
średni,mediocre
średnią,mean
środowiskach,environments
środowisku,environment
środowym,Wednesday
świadczyć,witness
świadome,conscious
świadomi,aware
światem,the world
światową,world
światło,light
świeczki,candles
świetlne,light
świetlnych,light
świetne,great
świetnej,great
świetny,great
świeże,fresh
świeżego,fresh
świeżość,freshness
świeży,fresh
świątecznego,Christmas
święcenie,ordination
świętokrzyskiego,Świętokrzyskie
świętować,celebrate
świętuje,I'm celebrating
świętują,They are celebrating
święty,holy
Żorach,Zory
Żołnowski,Żołnowski
Żuk,Beetle
Żukowska,Zhukovskaya
Żużlowcy,Speedway riders
Życzenia,Wishes
Żyję,Is alive
Żyła,Vein
żadna,none
żalu,regret
żarskim,Żary
żebyśmy,so that we
żeglarze,sailors
żeglugi,shipping
żołnierz,soldier
żołnierza,a soldier
żołnierzom,to the soldiers
życiową,life
żywa,alive
żywej,alive
żywioł,element
żywiołowej,lively
żywiołu,element
żywych,alive
żółte,yellow
żółtych,yellow
żółtym,yellow
żłobka,nursery
żłobku,in the nursery
1,1
779,779
"0,09",0.09
"0,4",0.4
"0,46%",0.46%
"0,5",0.5
"0,6",0.6
"0,67%",0.67%
"0,7",0.7
"0,76%",0.76%
"0,81%",0.81%
"0,9%",0.9%
0-A,0-A
0.8,0.8
13,13
2,2
02-672,02-672
02.07.2024,02/07/2024
3,3
"041,50",041.50
07.02.2024,07.02.2024
79,79
82,82
0:4,0:4
1 lipca,July 1st
1 listopada,November 1st
1 lutego,February 1st
"1,2","1,2"
"1,234","1,234"
"1,325","1,325"
"1,59",1.59
"1,6",1.6
"1,6%",1.6%
"1,80",1.80
"1,82%",1.82%
"1,99",1.99
1-15,1-15
1-3,1-3
1.04,1.04
1.5eTSI,1.5eTSI
1.6,1.6
1/4,1/4
10 marca,March 10
10 metrów,10 meters
10 października,October 10th
10 września,September 10
"10,1-calowy",10.1 inch
"10,5%",10.5%
"10,79",10.79
10-11,10-11
10-18,10-18
10-20,10-20
10-49,10-49
10-dniowy,10 days
10-latek,10 year old
10-lecie,10th anniversary
10-tysięcznym,10 thousandth
10,10
10.02.2024,10/02/2024
10.3,10.3
100-lecie,100th anniversary
1003,1003
101,101
1015,1015
1019,1019
1028,1028
103,103
104,104
105,105
106,106
10695,10695
"109,2",109.2
10:00,10:00
10:30,10:30
11 lipca,July 11
11 maja,May 11
11 sierpnia,August 11
11 stycznia,January 11
11%,11%
"11,9",11.9
"11,98",11.98
11-13,11-13
11-15,11-15
11-latek,11 year old
11-latka,11 year old
11-letnia,11 years old
11.02,11.02
11.04.2024,11/04/2024
11.17.39,11.17.39
11.3,11.3
110,110
"112,9",112.9
113,113
"113,28",113.28
1136,1136
1145,1145
115,115
"116,0",116.0
117,117
11d,11d
12 czerwca,June 12
12 grudnia,December 12th
12 kwietnia,April 12th
12 lipca,July 12
12 maja,May 12
12 marca,March 12
12 września,September 12th
12%,12%
"12,2",12.2
"12,3",12.3
"12,6",12.6
"12,9%",12.9%
12-13,12-13
12-16,12-16
12-letni,12 years old
12,12
12.02,12.02
12.03,12.03
12.3,12.3
120-lecie,120th anniversary
1200-metrowy,1200-meter
"120000,00",120000.00
1217,1217
122,122
"123,5",123.5
1250,1250
1257,1257
126p,126p
"127,5",127.5
129,129
12:30,12:30
12:7,12:7
13 grudnia,December 13
13 października,October 13
13 sierpnia,August 13
13 września,September 13
"13,1",13.1
"13,6%",13.6%
13-latka,13 year old
13-letnia,13 years old
13-letniego,13 years old
13-letniej,13 years old
13-letnią,13 years old
13.11.2024,13.11.2024
13.3,13.3
1300,1300
1329,1329
135,135
136,136
136,136
137,137
138,138
13:04,13:04
13:30,13:30
14 czerwca,June 14th
14 kwietnia,April 14th
14 lipca,July 14th
14 sierpnia,August 14th
14 stycznia,January 14th
14 września,September 14th
"14,00",14.00
"14,38",14.38
14-18,14-18
14-latkę,14-year-old
14-letniego,14 years old
140,140
140-150,140-150
140-konnym,140-horsepower
143,143
144,144
145,145
146,146
146,146
1462-1505,1462-1505
146N,146N
14:55,14:55
14:7,14:7
15 czerwca,June 15th
15 kwietnia,April 15th
15 maja,May 15th
15 metrów,15 meters
15 września,September 15th
"15,9",15.9
15,15
15.03,15.03
15.14,15.14
15.15,15.15
1500-2000,1500-2000
1507,1507
1519,1519
"154,81",154.81
"155,48",155.48
1595,1595
15:00,15:00
15:11,15:11
15:13,15:13
15:30,15:30
15–20,15–20
16 czerwca,June 16
16 lutego,February 16
16 marca,March 16
16 stycznia,January 16
"16,1",16.1
16-letni,16 years old
16,16
16.03,16.03
16.05.2024,05/16/2024
16.06.2024,06/16/2024
16.3,16.3
16.45,16.45
1600,1600
1602,1602
164,164
"164,7",164.7
167,167
1670,1670
16:00,16:00
17 sierpnia,August 17th
"17,4",17.4
17-19,17-19
17-latek,17 year old
17-latka,17 year old
17-latki,17 year olds
17-latkę,17-year-old
17,17
17.05,17.05
17.05.24,17.05.24
"17.05.24,Promocje","17.05.24,Promotions"
1700,1700
171,171
1719,1719
1740,1740
1750,1750
"177,85",177.85
17:21,17:21
17:30,17:30
17:36,17:36
18 czerwca,June 18
18 kwietnia,April 18
18 września,September 18
"18,7",18.7
"18,9",18.9
18-19,18-19
18-krotnym,18 times
18-latek,18 years old
18.01,18.01
18.3,18.3
180,180
1806,1806
1810,1810
1819-1820,1819-1820
"182,5",182.5
1825,1825
1827,1827
"183,4",183.4
1862,1862
1863,1863
187,187
1892,1892
1894,1894
18°C,18°C
19 maja,May 19
19 października,October 19th
"19,18","19,18"
"19,3",19.3
"19,33-19,43",19.33-19.43
"19,980","19,980"
19-20,19-20
19-21,19-21
19-22,19-22
19-25,19-25
19-latce,19-year-old
19-letniego,19 years old
19.04.2024,19/04/2024
19.54,19:54
19/6,19/6
1911,1911
1918,1918
1928,1928
"193,5",193.5
1934,1934
1935,1935
1940,1940
1941,1941
1943,1943
1943-1947,1943-1947
1945,1945
1947-1949,1947-1949
1962-67,1962-67
1963,1963
1964,1964
1966,1966
1967,1967
198,198
1980,1980
1983,1983
1987,1987
1987-2010,1987-2010
1988,1988
1996,1996
1996-2003,1996-2003
19:6,19:6
1:2,1:2
1:28:52,1:28:52
1:28:56,1:28:56
2 czerwca,June 2nd
2 listopada,November 2nd
2 lutego,February 2nd
2 maja,May 2nd
2 marca,March 2nd
2 stycznia,January 2nd
"2,054","2,054"
"2,1",2.1
"2,2%",2.2%
"2,245","2,245"
"2,3","2,3"
"2,5-3",2.5-3
"2,74",2.74
"2,87",2.87
"2,9",2.9
"2,92",2.92
2-letnich,2-year-old
2-pokojowy,2-room
2.03,2.03
2.06,2.06
20 lutego,February 20
20 metrów,20 meters
20%,20%
"20,5",20.5
20-23,20-23
20-km,20-km
20-latek,20-year-old
20-latka,20-year-old
20-lecia,20th anniversary
20-lecie,20th anniversary
20,20
20.03,20.03
20.45,20.45
2000-2018,2000-2018
2004-2024,2004-2024
2005-2024,2005-2024
200zł,200 PLN
2011,2011
2011/12,2011/12
2015-2024,2015-2024
2015r,2015
2016-2019,2016-2019
2016-2022,2016-2022
2016-2023,2016-2023
2017/1972,2017/1972
2019-2023,2019-2023
"202,23",202.23
2020-2021,2020-2021
2020/21,2020/21
2021-2024,2021-2024
2021/22,2021/22
2022/23,2022/23
2023-2024,2023-2024
2023/2024,2023/2024
2023/24,2023/24
2023–2024,2023–2024
2024/2025,2024/2025
2027–2029,2027–2029
2029,2029
2044,2044
205,205
2050-TD,2050-TD
207,207
2075,2075
"2083,68",2083.68
209,209
20:10,20:10
20:13,20:13
20:15,20:15
20:22,20:22
20k,20k
20°C,20°C
20–25,20–25
20–50,20-50
21 czerwca,June 21
21 gramów,21 grams
21 grudnia,December 21st
21 sierpnia,August 21
"21,33",21.33
"21,37",21.37
21-24,21-24
21-latka,21 years old
21-letnia,21 years old
21-letniego,21 years old
21-letnią,21 years old
21.01.2024,21.01.2024
21.02,21.02
210,210
2100,2100
212,212
215,215
216,216
219,219
21:00,21:00
22 sierpnia,August 22nd
22 stycznia,January 22nd
22 września,September 22nd
22%,22%
"22,18",22.18
"22,37",22.37
22-25,22-25
22-latek,22 years old
22-latkê,22-year-old
22-letnia,22 years old
22,22
22.01.,22.01.
22.05,22.05
2209,2209
"2224,08",2224.08
226,226
22:20,22:20
22°C,22°C
23 lipca,July 23
23 lutego,February 23
23 maja,May 23
23 marca,March 23
23 września,September 23
23-letnia,23 years old
23-letniemu,23-year-old
23,23
23.02,23.02
23.06.2024,23.06.2024
2300,2300
237,237
237,237
2383,2383
239,239
24 czerwca,June 24
24 godziny,24 hours
24 kwietnia,April 24
24 lipca,July 24
24-1,24-1
24-latek,24 years old
24-letnią,24 years old
24,24
"244,9",244.9
246,246
249,249
24°C,24°C
25 czerwca,June 25
25 grudnia,December 25th
25 kwietnia,April 25
25 lipca,July 25
25 listopada,November 25th
25 maja,May 25
25 marca,March 25
25 października,October 25th
25 sierpnia,August 25
"25,27","25,27"
"25,69",25.69
25-latkę,25-year-old
25-letnia,25 years old
2500,2500
251,251
255,255
25–letniej,25 years old
26 kwietnia,April 26
26 lipca,July 26
26 listopada,November 26
26 lutego,February 26
26 maja,May 26
26 sierpnia,August 26
26 stycznia,January 26
"26,80",26.80
26-latek,26 years old
26-letni,26 years old
26-letniego,26 years old
26-letnim,26 years old
26,26
261,261
265,265
268,268
26:22:00,26:22:00
26°C,26°C
27 lutego,February 27
27 stycznia,January 27th
27-latka,27-year-old
27-letniego,27 years old
27-letnią,27 years old
27.06,27.06
270,270
2700,2700
270°,270°
"272,9",272.9
28 dni,28 days
28 dni później,28 days later
28 kwietnia,April 28
28 lutego,February 28
28 stycznia,January 28
28 września,September 28
28-letni,28 years old
28-proc,28 percent
28.01,28.01
28.03,28.03
28.05,28.05
283,283
286,286
289,289
29 czerwca,June 29
29 grudnia,December 29th
29 listopada,November 29th
29 lutego,February 29th
29 maja,May 29
29 października,October 29th
29-latek,29 years old
29-latka,29-year-old
29-letni,29 years old
292,292
293,293
298,298
299,299
29°C,29°C
2:2,2:2
2:59,2:59
2:6,2:6
2o,2o
3 kwietnia,April 3
3 listopada,November 3rd
3 sierpnia,August 3
"3,6-4,4",3.6-4.4
"3,75%",3.75%
"3,9",3.9
"39,782","39,782"
3-3,3-3
3-5,3-5
3-letnim,3 years old
3,3
3.06,3.06
3.07,3.07
3.2,3.2
3.3,3.3
3.dołączyły,3.joined
30 lipca,July 30
30 listopada,November 30th
30 maja,May 30
"30,7",30.7
30-33%,30-33%
30-70,30-70
30.03,30.03
30.04.2024,30.04.2024
300e,300e
302,302
304,304
3060,3060
307,307
308,308
30–60,30–60
31 grudnia,December 31st
31 maja,May 31
31 października,October 31st
31%,31%
31.01,31.01
31.05,31.05
311,311
3110,3110
315,315
"316,4",316.4
317,317
32%,32%
32-latka,32 years old
32-letni,32 years old
32-letnim,32 years old
32,32
330,330
338,338
339,339
"34,54",34.54
"34,9",34.9
34-latka,34-year-old
34-letni,34 years old
34,34
340,340
341,341
343,343
34′,34′
"35,95",35.95
35-latka,35-year-old
35-lecia,35th anniversary
35-letni,35 years old
350,350
354,354
355,355
356,356
"356,8",356.8
35:17:00,35:17:00
36%,36%
36-letniego,36 years old
36,36
364,364
366,366
"37,2",37.2
"37,3%",37.3%
"37,8%",37.8%
37-letniego,37 years old
370,370
"379,0",379.0
37:40:00,37:40:00
38,38
384,384
39-latce,39-year-old
39-letnia,39 years old
399,399
4 czerwca,June 4th
4 lata,4 years
4 lipca,July 4th
4 maja,May 4
4 października,October 4th
4 stycznia,January 4th
4 września,September 4th
4%,4%
"4,30",4.30
"4,5",4.5
"4,5-5",4.5-5
"4,52",4.52
4-8,4-8
4,4
4.02.,4.02.
4.1197,4.1197
4.2761,4.2761
4.3094,4.3094
4.3398,4.3398
4.4248,4.4248
4.4259,4.4259
4.5,4.5
40-lecia,40th anniversary
40.7,40.7
403,403
409,409
41-latek,41 years old
41-letnia,41 years old
4100,4100
411,411
414,414
41:47:00,41:47:00
"42,49",42.49
"42,74",42.74
42-latek,42 years old
42-letni,42 years old
4242,4242
43,43
43-latkowi,43-year-old
43,43
44,44
"44,2",44.2
"44,4",44.4
44-latek,44 years old
44-latka,44-year-old
44-letni±,44 years old±
440,440
"444,7",444.7
"445,5",445.5
446,446
45-letnia,45 years old
455,455
"456,07",456.07
"46,6",46.6
46-letnia,46 years old
467,467
"47,1",47.1
47-latek,47 years old
47,47
470,470
4700,4700
47:38:00,47:38:00
48 godzin,48 hours
"48,69",48.69
48-latce,48-year-old
48,48
49%,49%
"49,24",49.24
49-krotnego,49 times
49,49
495,495
"496,92",496.92
498,498
49erFX,49erFX
4:3,4:3
4:30,4:30
4TB,4TB
4lomza.pl.,4lomza.pl.
4x200,4x200
"5,04",5.04
"5,1",5.1
"5,3",5.3
"5,4",5.4
"5,43",5.43
"5,7",5.7
"5,77",5.77
"5,8",5.8
5-5,5-5
5-8,5-8
5-biegową,5-speed
5-osobowego,5-person
5-proc.,5 percent
5/10,5/10
50-249,50-249
50-60,50-60
500-kilogramowe,500-kilo
500-metrową,500-meter
500h,500h
505,505
51,51
"51,7",51.7
51-latka,51 years old
51,51
528,528
53,53
530,530
"54,67",54.67
54-latek,54 years old
55-latkowi,55-year-old
55-lecia,55th anniversary
55”,"55"""
"56,9",56.9
56,56
560,560
57,57
"57,10",57.10
"57,4",57.4
572,572
"58,2",58.2
58-letnia,58 years old
589,589
"59,8",59.8
59,59
"591,60",591.60
592,592
599,599
5:0,5:0
5:3,5:3
5:40,5:40
5:7,5:7
5”,"5"""
6 maja,May 6
6 marca,March 6
"6,02",6.02
"6,24",6.24
"6,5",6.5
"6,7%",6.7%
"6,8",6.8
6-4,6-4
6.04,6.04
6.07.2024,06.07.2024
6/10,6/10
60%,60%
60-latka,60-year-old
60-lecie,60th anniversary
60-letni,60 years old
60-letnia,60 years old
60,60
6000,6000
606,606
607,607
"62,50",62.50
"62,58",62.58
629,629
63-letnia,63 years old
"649,04",649.04
65,65
65%,65%
"65,40",65.40
65,65
650-lecia,650th anniversary
"66,7",66.7
67,67
"67,7",67.7
67-letni,67 years old
67,67
674,674
68-latka,68-year-old
68-letni,68 years old
68,68
6800,6800
"69,2",69.2
69,69
6:0,6:0
6:1,6:1
6:5,6:5
6°C,6°C
7 grudnia,December 7th
7 lutego,February 7
7 marca,March 7
7 października,October 7
"7,2",7.2
"7,4",7.4
"7,6",7.6
7-11,7-11
7-5,7-5
7.07,7.07
7.2.,7.2.
7.3,7.3
7.4,7.4
700-800,700-800
7000,7000
71:01:00,71:01:00
71%,71%
718,718
72,72
720,720
"722,96",722.96
727,727
73,73
"74,84",74.84
74-letnia,74 years old
75%,75%
76,76
764,764
767,767
77-latki,77-year-olds
787,787
79-latki,79-year-olds
79,79
793,793
80:14:00,80:14:00
7:0,7:0
7:5,7:5
8 lipca,July 8
8 maja,May 8
8 stycznia,January 8th
8 września,September 8
"8,2",8.2
"8,3",8.3
"8,41",8.41
"8,5%",8.5%
8-6,8-6
8.06,8.06
"80,95",80.95
80-100,80-100
80-letnią,80 years old
80-tką,80
800+”,800+”
800zł,800 PLN
812,812
818,818
82,82
"83,5",83.5
84,84
84,84
858,858
86,86
86-letniego,86 years old
87,87
"87,4",87.4
878,878
88,88
88,88
881,881
89,89
8:3,8:3
9 czerwca,June 9
9 lutego,February 9th
9 maja,May 9
9 października,October 9th
9 sierpnia,August 9
"9,2%",9.2%
"9,5",9.5
"9,7",9.7
"9,72",9.72
"9,8",9.8
"9,9",9.9
9-19,9-19
9-latkę,9-year-old
9-procentowy,9 percent
9,9
9,9
9.06,9.06
90%,90%
90-dniowy,90 days
900-litrowy,900-liter
91,91
910,910
917,917
93:24:00,93:24:00
93%,93%
957,957
96,96
965,965
970,970
98,98
9:22,9:22
9:30,9:30
9:45,9:45
A-18b,A-18b
A-50,A-50
A6,A6
A8,A8
A9,A9
ABW,ABW
AC/DC,AC/DC
ACHOO,ACHO
ADHD,ADHD
ADS-B,ADS-B
AED,AED
AEK,AEK
AEK Ateny,AEK Athens
AIC,AIC
AIDS,AIDS
AIM-120,AIM-120
AIM-120 AMRAAM,AIM-120 AMRAAM
AIR,AIR
AJ,AJ
AK,AK
AKACJOWA,ACACIA
AM,AM
AMP,AMP
AMRAAM,AMRAAM
APA,APA
APSIK,APSIC
ARA,ARA
ARiMR,ARiMR
ASG,ASG
ASMD,ASMD
ASTRA,ASTRA
AT-3,AT-3
ATSB,ATSB
AZS-y,AZS-s
Aalto,Aalto
Aaron,Aaron
Aaron Taylor-Johnson,Aaron Taylor Johnson
Abonament RTV,RTV subscription
Aborcja,Abortion
Abp,Archbishop
Abramowicz,Abramovich
Absoluty,Absolutes
Absolwent,Graduate
Abu,Abu
Abuse,Abuse
Academy,Academy
Act,Act
Ada Fijał,Ada Fijal
Adalet,Adalet
Adam Bobik,Adam Bobik
Adam Bodnar,Adam Bodnar
Adam Buksa,Adam Buksa
Adam Frączczak,Adam Fraczczak
Adam Glapiński,Adam Glapinski
Adam Sokołowski,Adam Sokolowski
Adamczaka,Adamczak
Adamczyk,Adamczyk
Adamczyk-Łabudę,Adamczyk-Łabudę
Adamka,Adamka
Adamowie,The Adams
Adamowski,Adamowski
Adaptacyjny,Adaptive
Adela,Adela
Adele,Adele
Admirał,Admiral
Adrian Newey,Adrian Newey
Adrian Zandberg,Adrian Zandberg
Adriano,Adriana
Aero,Aero
Aero AT-3,Aero AT-3
Afanasjewa,Afanasyeva
Afera podsłuchowa,The wiretapping scandal
Afganistan,Afghanistan
Afgańczyków,Afghans
Afryce,Africa
Agata Duda,Agata Duda
Agencja Bezpieczeństwa Wewnętrznego,Internal Security Agency
Agencja Mienia Wojskowego,Military Property Agency
Agencja prasowa,Press agency
